Basis of record	Data origin	Institution	Catalogue number	Scientific name	Latitude	Longitude	Country	Department/State/Province	Municipality	Site	Observation	References
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 25645	"Caluromys derbianus (Waterhouse, 1841)"	9.95032	-84.50549	Costa Rica	Alajuela	San Mateo			GBIF.org
PRESERVED_SPECIMEN	Database	Cornell University Museum of Vertebrates	CUMV 12672	"Caluromys derbianus (Waterhouse, 1841)"	10.4621	-85.0932	Costa Rica	Guanacaste	Cañas			GBIF.org
PRESERVED_SPECIMEN	Database	"Louisiana State University, Museum of Natural Science"	LSU 12633	"Caluromys derbianus (Waterhouse, 1841)"	9.94612	-84.19623	Costa Rica	San jose	Santa Ana			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 339889	"Caluromys derbianus (Waterhouse, 1841)"	11.731	-86.0847	Nicaragua	Granada	Nandaime			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 339892	"Caluromys derbianus (Waterhouse, 1841)"	11.7721	-85.9514	Nicaragua	Granada	Granada			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 315010	"Caluromys derbianus (Waterhouse, 1841)"	9.4287	-82.3433	Panamá	Bocas del toro	Changuinola			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Southwestern Biology, Division of Mammals"	MSB-UNM 26782	"Caluromys derbianus (Waterhouse, 1841)"	10.4526	-85.1291	Costa Rica	Guanacaste	Cañas			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 25525	"Caluromys derbianus (Waterhouse, 1841)"	8.6768	-82.9514	Costa Rica	Puntarenas	Corredores			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 283130	"Caluromys derbianus (Waterhouse, 1841)"	7.9459	-80.5236	Panamá	Herrera	Parita			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 25262	"Caluromys derbianus (Waterhouse, 1841)"	9.9632	-84.7301	Costa Rica	Puntarenas	Esparza			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 96200	"Caluromys derbianus (Waterhouse, 1841)"	12.1663	-86.167	Nicaragua	Managua	Lago de Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 105908	"Caluromys derbianus (Waterhouse, 1841)"	11.3209	-85.7113	Nicaragua	Rivas	Lago de Nicaragua			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 25589	"Caluromys derbianus (Waterhouse, 1841)"	8.7057	-82.9557	Costa Rica	Puntarenas	Coto Brus			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 331068	"Caluromys derbianus (Waterhouse, 1841)"	8.2083	-81.7393	Panamá	Chiriqui	Tolé			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 28700	"Caluromys derbianus (Waterhouse, 1841)"	10.4167	-85.1853	Costa Rica	Guanacaste	Bagaces			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 362317	"Caluromys derbianus (Waterhouse, 1841)"	8.3673	-82.7467	Panamá	Chiriqui	Alanje			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 315012	"Caluromys derbianus (Waterhouse, 1841)"	9.4142	-82.4998	Panamá	Bocas del toro	Changuinola			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 43958623	"Caluromys derbianus (Waterhouse, 1841)"	8.504174	-80.344685	Panamá	Coclé	Penonomé			https://www.inaturalist.org/observations/43958623
HUMAN_OBSERVATION	Citizen science	iNaturalist	"iNaturalist 43199311, 42615472"	"Caluromys derbianus (Waterhouse, 1841)"	8.002709	-80.521619	Panamá	Herrera	Parita			https://www.inaturalist.org/observations/43199311
HUMAN_OBSERVATION	Citizen science	iNaturalist	"iNaturalist 40662011, 40662021, 40662032, 40662034, 40662037"	"Caluromys derbianus (Waterhouse, 1841)"	-0.116086	-80.124525	Ecuador	Manabi	Jama			https://www.inaturalist.org/observations/40662011
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 40607692	"Caluromys derbianus (Waterhouse, 1841)"	-0.162302	-80.021903	Ecuador	Manabi	Pedernales			https://www.inaturalist.org/observations/40607692
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 41359867	"Caluromys derbianus (Waterhouse, 1841)"	9.90035	-83.668504	Costa Rica	Cartago	Turrialba			https://www.inaturalist.org/observations/41359867
HUMAN_OBSERVATION	Citizen science	iNaturalist	"iNaturalist 40774317, 40774322, 40774325, 40774327, 40774330, 40774337, 40774340, 40774341, 40774342, 40774351"	"Caluromys derbianus (Waterhouse, 1841)"	-0.116086	-80.124536	Ecuador	Manabi	Jama			https://www.inaturalist.org/observations/40774317
HUMAN_OBSERVATION	Citizen science	iNaturalist	"iNaturalist 40782942, 9212871"	"Caluromys derbianus (Waterhouse, 1841)"	9.25527	-82.145419	Panamá	Bocas del Toro	Bocas del Toro			https://www.inaturalist.org/observations/40782942
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 41232048	"Caluromys derbianus (Waterhouse, 1841)"	14.742827	-88.659357	Honduras	Copán	Santa Rosa de Copán			https://www.inaturalist.org/observations/41232048
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 41060169	"Caluromys derbianus (Waterhouse, 1841)"	9.123231	-79.696356	Panamá	Colón	Colón			https://www.inaturalist.org/observations/41060169
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 38843301	"Caluromys derbianus (Waterhouse, 1841)"	0.144916	-79.141299	Ecuador	Pichincha	Pedro Vicente Maldonado			https://www.inaturalist.org/observations/38843301
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 40194103	"Caluromys derbianus (Waterhouse, 1841)"	-0.089053	-80.036692	Ecuador	Manabi	Pedernales			https://www.inaturalist.org/observations/40194103
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 40121333	"Caluromys derbianus (Waterhouse, 1841)"	18.36163	-93.376159	México	Tabasco	Comalcalco			https://www.inaturalist.org/observations/40121333
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 38296798	"Caluromys derbianus (Waterhouse, 1841)"	10.678229	-85.633893	Costa Rica	Guanacaste	Liberia			https://www.inaturalist.org/observations/38296798
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 38205448	"Caluromys derbianus (Waterhouse, 1841)"	15.766782	-86.999008	Honduras	Atlántida	La Ceiba			https://www.inaturalist.org/observations/38205448
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 37934346	"Caluromys derbianus (Waterhouse, 1841)"	14.939498	-88.019725	Honduras	Cortés	Santa Cruz de Yojoa			https://www.inaturalist.org/observations/37934346
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 32392570	"Caluromys derbianus (Waterhouse, 1841)"	9.098194	-81.559647	Panamá	Ngöbe Buglé	Kusapín			https://www.inaturalist.org/observations/32392570
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 10293546	"Caluromys derbianus (Waterhouse, 1841)"	9.065223	-79.645298	Panamá	Panamá	Panamá			https://www.inaturalist.org/observations/10293546
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 37019319	"Caluromys derbianus (Waterhouse, 1841)"	7.775436	-77.674258	Panamá	Darién	Pinogana			https://www.inaturalist.org/observations/37019319
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 36903886	"Caluromys derbianus (Waterhouse, 1841)"	8.186472	-77.770553	Panamá	Darién	Pinogana			https://www.inaturalist.org/observations/36903886
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 36617490	"Caluromys derbianus (Waterhouse, 1841)"	14.607208	-88.856966	Honduras	Copán	San Pedro			https://www.inaturalist.org/observations/36617490
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 36761173	"Caluromys derbianus (Waterhouse, 1841)"	10.480279	-84.765519	Costa Rica	Alajuela	San Carlos			https://www.inaturalist.org/observations/36761173
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 36051061	"Caluromys derbianus (Waterhouse, 1841)"	17.486572	-92.051024	México	Chiapas	Palenque			https://www.inaturalist.org/observations/36051061
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 36320459	"Caluromys derbianus (Waterhouse, 1841)"	14.848519	-88.79717	Honduras	Copán	Dolores			https://www.inaturalist.org/observations/36320459
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 35934544	"Caluromys derbianus (Waterhouse, 1841)"	-1.191221	-79.510771	Ecuador	Los Rios	Mocache			https://www.inaturalist.org/observations/35934544
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 35781783	"Caluromys derbianus (Waterhouse, 1841)"	10.431292	-84.00595	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/35781783
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 35009591	"Caluromys derbianus (Waterhouse, 1841)"	-3.567557	-79.86429	Ecuador	El Oro	Santa Rosa			https://www.inaturalist.org/observations/35009591
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 32172659	"Caluromys derbianus (Waterhouse, 1841)"	10.359573	-83.394073	Costa Rica	Limón	Pococí			https://www.inaturalist.org/observations/32172659
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 31633173	"Caluromys derbianus (Waterhouse, 1841)"	18.863418	-96.900383	México	Veracruz	Fortín			https://www.inaturalist.org/observations/31633173
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 31536950	"Caluromys derbianus (Waterhouse, 1841)"	10.359617	-83.394076	Costa Rica	Limón	Pococí			https://www.inaturalist.org/observations/31536950
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 30019122	"Caluromys derbianus (Waterhouse, 1841)"	11.99144	-86.354829	Nicaragua	Managua	Managua			https://www.inaturalist.org/observations/30019122
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 29541900	"Caluromys derbianus (Waterhouse, 1841)"	-0.014502	-79.386609	Ecuador	Santo Domingo de los Tsáchilas	La Concordia			https://www.inaturalist.org/observations/29541900
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 28413497	"Caluromys derbianus (Waterhouse, 1841)"	8.641411	-83.730164	Costa Rica	Puntarenas	Osa			https://www.inaturalist.org/observations/28413497
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 28397190	"Caluromys derbianus (Waterhouse, 1841)"	17.436979	-90.177612	Guatemala	Petén	San Andrés			https://www.inaturalist.org/observations/28397190
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 28093667	"Caluromys derbianus (Waterhouse, 1841)"	8.657157	-83.254387	Costa Rica	Puntarenas	Golfito			https://www.inaturalist.org/observations/28093667
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 19801206	"Caluromys derbianus (Waterhouse, 1841)"	9.23645	-83.841808	Costa Rica	Puntarenas	Osa			https://www.inaturalist.org/observations/19801206
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 25529219	"Caluromys derbianus (Waterhouse, 1841)"	16.822084	-90.887275	México	Chiapas	La Libertad			https://www.inaturalist.org/observations/25529219
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 21747617	"Caluromys derbianus (Waterhouse, 1841)"	8.694223	-83.673143	Costa Rica	Puntarenas	Osa			https://www.inaturalist.org/observations/21747617
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 25225943	"Caluromys derbianus (Waterhouse, 1841)"	0.128077	-78.654636	Ecuador	Pichincha	Quito			https://www.inaturalist.org/observations/25225943
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 22612232	"Caluromys derbianus (Waterhouse, 1841)"	8.002061	-80.891767	Panamá	Veraguas	Atalaya			https://www.inaturalist.org/observations/22612232
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 22447537	"Caluromys derbianus (Waterhouse, 1841)"	8.659233	-83.2547	Costa Rica	Puntarenas	Golfito			https://www.inaturalist.org/observations/22447537
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 22371484	"Caluromys derbianus (Waterhouse, 1841)"	18.437152	-93.251823	México	Tabasco	Paraíso			https://www.inaturalist.org/observations/22371484
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 21559100	"Caluromys derbianus (Waterhouse, 1841)"	18.429348	-93.253187	México	Tabasco	Paraíso			https://www.inaturalist.org/observations/21559100
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 15274522	"Caluromys derbianus (Waterhouse, 1841)"	9.106253	-79.692772	Panamá	Panamá Oeste	Arraiján			https://www.inaturalist.org/observations/15274522
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 20983545	"Caluromys derbianus (Waterhouse, 1841)"	9.295626	-79.105345	Panamá	Panamá	Chepo			https://www.inaturalist.org/observations/20983545
PRESERVED_SPECIMEN	Database	"University of Michigan Museum of Zoology, Division of Mammals"	UMMZ 114856	"Caluromys derbianus (Waterhouse, 1841)"	10.41667	-85.19265	Costa Rica	Guanacaste	Bagaces			GBIF.org
PRESERVED_SPECIMEN	Database	"University of Michigan Museum of Zoology, Division of Mammals"	UMMZ 111998	"Caluromys derbianus (Waterhouse, 1841)"	9.25727	-83.86666	Costa Rica	Puntarenas	Aguirre			GBIF.org
PRESERVED_SPECIMEN	Database	"University of Michigan Museum of Zoology, Division of Mammals"	UMMZ 113474	"Caluromys derbianus (Waterhouse, 1841)"	9.901134861	-83.64971399	Costa Rica	Cartago	Turrialba			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 19380296	"Caluromys derbianus (Waterhouse, 1841)"	14.907981	-88.102147	Honduras	Santa Bárbara	Santa Bárbara			https://www.inaturalist.org/observations/19380296
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 19243125	"Caluromys derbianus (Waterhouse, 1841)"	9.343153	-82.179038	Panamá	Bocas del Toro	Bocas del Toro			https://www.inaturalist.org/observations/19243125
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 16145776	"Caluromys derbianus (Waterhouse, 1841)"	15.727888	-86.729521	Honduras	Atlántida	La Ceiba			https://www.inaturalist.org/observations/16145776
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 19039003	"Caluromys derbianus (Waterhouse, 1841)"	10.449953	-84.069003	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/19039003
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 14295205	"Caluromys derbianus (Waterhouse, 1841)"	-0.334992	-79.759438	Ecuador	Manabi	Flavio Alfaro			https://www.inaturalist.org/observations/14295205
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 18405617	"Caluromys derbianus (Waterhouse, 1841)"	9.372507	-84.005747	Costa Rica	Puntarenas	Aguirre			https://www.inaturalist.org/observations/18405617
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 17854781	"Caluromys derbianus (Waterhouse, 1841)"	12.034269	-86.182767	Nicaragua	Masaya	Nindirí			https://www.inaturalist.org/observations/17854781
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 15276960	"Caluromys derbianus (Waterhouse, 1841)"	10.069564	-83.551358	Costa Rica	Limón	Siquirres			https://www.inaturalist.org/observations/15276960
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 170053	"Caluromys derbianus (Waterhouse, 1841)"	8.785286425	-82.97519383	Costa Rica	Puntarenas	Coto Brus			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 16691979	"Caluromys derbianus (Waterhouse, 1841)"	10.431337	-84.005076	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/16691979
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 15207458	"Caluromys derbianus (Waterhouse, 1841)"	11.834444	-85.978333	Nicaragua	Granada	Granada			https://www.inaturalist.org/observations/15207458
PRESERVED_SPECIMEN	Database	Fortalecimiento de las colecciones de ECOSUR. Primera fase (Mamíferos San cristóbal)	ECOSUR 5251	"Caluromys derbianus (Waterhouse, 1841)"	19.389722	-88.074167	México	Quintana roo	Felipe Carrillo Puerto			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 88.8.8.17	"Caluromys derbianus (Waterhouse, 1841)"	17.548056	-92.952782	México	Tabasco	Teapa			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 94.12.18.28	"Caluromys derbianus (Waterhouse, 1841)"	19.596944	-96.567222	México	Veracruz de ignacio de la llave	Actopan			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	21.64496	-98.274584	México	Veracruz de ignacio de la llave	Tempoal			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.606667	-90.736111	México	Campeche	Carmen			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.436667	-95.133611	México	Veracruz de ignacio de la llave	Catemaco			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.065278	-95.148889	México	Veracruz de ignacio de la llave	Acayucan			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	17.432778	-94.457778	México	Veracruz de ignacio de la llave	Minatitlán			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	21.485556	-97.734444	México	Veracruz de ignacio de la llave	Tamalín			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	17.546389	-92.951111	México	Tabasco	Teapa			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	17.432778	-95.024444	México	Veracruz de ignacio de la llave	Jesús Carranza			GBIF.org
OCCURRENCE	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM ----	"Caluromys derbianus (Waterhouse, 1841)"	14.605833	-92.229444	México	Chiapas	Suchiate			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	16.877778	-95.038889	México	Oaxaca	Dist. Juchitan			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.436667	-95.216944	México	Veracruz de ignacio de la llave	San Andrés Tuxtla			GBIF.org
PRESERVED_SPECIMEN	Database	American Museum of Natural History	AMNH 185756	"Caluromys derbianus (Waterhouse, 1841)"	17.091667	-95.058333	México	Oaxaca	Dist. Juchitan			GBIF.org
PRESERVED_SPECIMEN	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.458333	-95.191667	México	Veracruz de ignacio de la llave	San Andrés Tuxtla			GBIF.org
PRESERVED_SPECIMEN	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.81735392	-96.71674436	México	Veracruz de ignacio de la llave	Yanga			GBIF.org
PRESERVED_SPECIMEN	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.825	-96.725	México	Veracruz de ignacio de la llave	Yanga			GBIF.org
PRESERVED_SPECIMEN	Database	"Smithsonian Institution, National Museum of Natural History"	USNM 251470	"Caluromys derbianus (Waterhouse, 1841)"	18.641667	-96.725	México	Veracruz de ignacio de la llave	Tezonapa			GBIF.org
PRESERVED_SPECIMEN	Database	Fortalecimiento de las colecciones de ECOSUR. Primera fase (Mamíferos San cristóbal)	ECOSUR 1548	"Caluromys derbianus (Waterhouse, 1841)"	17.363889	-92.035833	México	Chiapas	Salto de Agua			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	19.007833	-97.025994	México	Veracruz de ignacio de la llave	Chocomán			GBIF.org
PRESERVED_SPECIMEN	Database	"Instituto de Historia Natural y Ecología, (IHNE) Chiapas"	IHNE 33	"Caluromys derbianus (Waterhouse, 1841)"	16.383333	-93.8	México	Chiapas	Jiquipilas			GBIF.org
PRESERVED_SPECIMEN	Database	"Louisiana State University, Museum of Natural Science"	LSU ----	"Caluromys derbianus (Waterhouse, 1841)"	17.548102	-92.952806	México	Tabasco	Teapa			GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH ----	"Caluromys derbianus (Waterhouse, 1841)"	17.485922	-92.044536	México	Chiapas	Palenque			GBIF.org
PRESERVED_SPECIMEN	Database	Moore Laboratory of Zoology	MLZ ----	"Caluromys derbianus (Waterhouse, 1841)"	19.071453	-96.971567	México	Veracruz de ignacio de la llave	Coscomatepec			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 15293615	"Caluromys derbianus (Waterhouse, 1841)"	10.488772	-84.942515	Costa Rica	Guanacaste	Tilarán			https://www.inaturalist.org/observations/15293615
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 13732576	"Caluromys derbianus (Waterhouse, 1841)"	0.12333	-78.63042	Ecuador	Pichincha	Quito			https://www.inaturalist.org/observations/13732576
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 14586392-14586395	"Caluromys derbianus (Waterhouse, 1841)"	17.253302	-92.112166	México	Chiapas	Chilón			https://www.inaturalist.org/observations/14586395
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 13904789	"Caluromys derbianus (Waterhouse, 1841)"	17.532158	-90.188148	Guatemala	Petén	San Andrés			https://www.inaturalist.org/observations/13904789
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 13534740	"Caluromys derbianus (Waterhouse, 1841)"	10.56219	-83.512025	Costa Rica	Limón	Pococí			https://www.inaturalist.org/observations/13534740
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 13106233	"Caluromys derbianus (Waterhouse, 1841)"	8.50912	-80.354442	Panamá	Coclé	Penonomé			https://www.inaturalist.org/observations/13106233
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 12157781	"Caluromys derbianus (Waterhouse, 1841)"	17.774394	-88.530407	Belice	Belize				https://www.inaturalist.org/observations/12157781
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 10402666	"Caluromys derbianus (Waterhouse, 1841)"	15.692836	-86.902481	Honduras	Atlántida	El Porvenir			https://www.inaturalist.org/observations/10402666
HUMAN_OBSERVATION	Citizen science	naturgucker.de	naturgucker 1301537574	"Caluromys derbianus (Waterhouse, 1841)"	9.270879	-82.138039	Panamá		Bocas del Toro			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 10148190	"Caluromys derbianus (Waterhouse, 1841)"	8.689774	-83.663849	Costa Rica	Puntarenas	Osa			https://www.inaturalist.org/observations/10148190
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 9619071	"Caluromys derbianus (Waterhouse, 1841)"	-0.048717	-78.775198	Ecuador	Pichincha	San Miguel de los Bancos			https://www.inaturalist.org/observations/9619071
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 4042569	"Caluromys derbianus (Waterhouse, 1841)"	15.690352	-86.898387	Honduras	Atlántida	El Porvenir			https://www.inaturalist.org/observations/4042569
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 9603803	"Caluromys derbianus (Waterhouse, 1841)"	9.924818	-83.191205	Costa Rica	Limón	Matina			https://www.inaturalist.org/observations/9603803
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 6305166	"Caluromys derbianus (Waterhouse, 1841)"	9.396904	-82.311287	Panamá	Bocas del Toro	Bocas del Toro			https://www.inaturalist.org/observations/6305166
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 4778116	"Caluromys derbianus (Waterhouse, 1841)"	10.431333	-84.005067	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/4778116
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 7801086	"Caluromys derbianus (Waterhouse, 1841)"	10.431	-84.007	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/7801086
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 8491262	"Caluromys derbianus (Waterhouse, 1841)"	17.554733	-92.029478	México	Chiapas	Palenque			https://www.inaturalist.org/observations/8491262
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 1480834	"Caluromys derbianus (Waterhouse, 1841)"	10.429937	-84.008152	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/1480834
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 7783037	"Caluromys derbianus (Waterhouse, 1841)"	17.16877	-92.340241	México	Chiapas	Yajalón			https://www.inaturalist.org/observations/7783037
PRESERVED_SPECIMEN	Database	Florida Museum of Natural History	UF 3245	"Caluromys derbianus (Waterhouse, 1841)"	15.758333	-86.35	Honduras		Balfate			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 6433853	"Caluromys derbianus (Waterhouse, 1841)"	18.11164	-94.358096	México	Veracruz	Coatzacoalcos			https://www.inaturalist.org/observations/6433853
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 6345158	"Caluromys derbianus (Waterhouse, 1841)"	9.718867	-82.96512	Costa Rica	Limón	Limón			https://www.inaturalist.org/observations/6345158
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 1796493	"Caluromys derbianus (Waterhouse, 1841)"	18.569935	-95.057499	México	Veracruz	San Andrés Tuxtla			https://www.inaturalist.org/observations/1796493
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 3457211	"Caluromys derbianus (Waterhouse, 1841)"	11.196789	-85.809201	Nicaragua	Rivas	Tola			https://www.inaturalist.org/observations/3457211
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 4337454	"Caluromys derbianus (Waterhouse, 1841)"	18.754697	-96.787154	México	Veracruz	Omealca			https://www.inaturalist.org/observations/4337454
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 27515	"Caluromys derbianus (Waterhouse, 1841)"	17.548056	-92.9375	México	Tabasco	Teapa			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 14820	"Caluromys derbianus (Waterhouse, 1841)"	18.421111	-95.1225	México	Veracruz de ignacio de la llave	Catemaco			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 37198	"Caluromys derbianus (Waterhouse, 1841)"	17.811111	-92.952778	México	Tabasco	Centro			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 7183	"Caluromys derbianus (Waterhouse, 1841)"	18.896944	-96.997778	México	Veracruz de ignacio de la llave	Atzacan			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 11308	"Caluromys derbianus (Waterhouse, 1841)"	17.817222	-95.825555	México	Veracruz de ignacio de la llave	Playa Vicente			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 7943	"Caluromys derbianus (Waterhouse, 1841)"	18.410278	-95.113611	México	Veracruz de ignacio de la llave	Catemaco			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 34758	"Caluromys derbianus (Waterhouse, 1841)"	16.097222	-90.970833	México	Chiapas	Ocosingo			GBIF.org
